DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,117,9,2023,19,7,2023,6,608,999,999,9,9,320,320,1,9,99,99
10,1001,9,2023,31,8,2023,10,1001,999,999,9,9,320,320,1,1,99,99
17,1712,9,2023,8,8,2023,17,1712,999,999,9,9,320,320,9,9,99,99
18,1801,9,2023,7,8,2023,18,1803,999,999,9,9,320,320,9,9,99,99
1,101,9,2023,7,7,2023,1,101,999,999,9,9,840,320,9,9,99,99
1,101,9,2023,5,6,2023,1,115,999,999,9,9,320,320,9,9,99,99
5,501,9,2023,23,2,2023,5,501,999,999,9,9,320,320,9,9,99,97
1,105,9,2023,28,8,2023,1,105,999,999,9,9,9999,320,1,1,99,99
15,1503,9,2023,24,8,2023,15,1503,999,999,9,9,320,320,9,9,99,99
3,301,9,2023,1,9,2023,3,301,999,999,9,9,320,320,9,9,99,99
3,301,9,2023,13,9,2023,3,301,999,999,9,9,320,320,9,9,99,99
3,301,9,2023,28,6,2023,4,406,999,999,4,4,320,320,9,9,99,99
5,506,9,2023,4,7,2023,5,506,999,999,9,9,320,320,9,9,99,99
9,922,9,2023,1,8,2023,4,401,999,45,9,9,320,320,9,1,99,99
9,922,9,2023,13,6,2023,9,917,999,999,9,9,320,320,9,9,99,99
9,922,9,2023,14,8,2023,20,2007,999,999,4,9,320,9999,1,1,99,99
9,922,9,2023,29,8,2023,20,2009,999,999,9,9,320,320,9,9,99,99
3,309,9,2023,5,9,2023,3,309,999,999,9,9,320,320,9,9,99,99
11,1101,9,2023,24,8,2023,11,1101,999,999,9,9,320,320,9,9,99,99
11,1101,9,2023,14,8,2023,11,1105,999,999,9,9,320,320,9,9,99,99
11,1101,9,2023,24,8,2023,11,1101,42,42,4,4,320,320,4,5,99,23
9,911,9,2023,13,7,2023,9,909,999,999,9,9,320,320,9,9,99,99
5,502,9,2023,6,6,2023,5,502,999,999,9,9,320,320,9,9,99,99
22,2205,9,2023,2,6,2023,22,2205,999,999,9,9,320,320,9,9,99,99
22,2205,9,2023,17,8,2023,22,2205,999,999,9,9,320,320,9,9,99,99
13,1305,9,2023,16,8,2023,13,1305,999,41,9,4,320,320,1,2,99,97
12,1215,9,2023,31,1,2023,1,101,999,999,9,9,320,320,9,9,99,99
12,1220,9,2023,6,9,2023,12,1213,999,999,9,9,320,320,9,9,99,99
11,1109,9,2023,22,8,2023,9,917,999,999,9,9,320,320,9,9,99,99
19,1902,9,2023,22,5,2023,19,1901,999,999,9,9,320,320,1,9,99,99
16,1609,9,2023,14,4,2023,16,1609,999,999,9,9,320,320,9,9,99,99
17,1709,9,2023,13,9,2023,17,1709,999,999,4,9,320,320,1,9,99,99
16,1610,9,2023,28,7,2023,16,1609,47,38,4,1,320,320,9,1,99,99
20,2009,9,2023,5,6,2023,5,513,999,999,9,9,320,320,9,9,99,99
22,2206,9,2023,25,8,2023,22,2206,999,53,4,4,320,320,1,1,99,99
8,802,9,2023,1,8,2023,8,802,999,999,9,9,320,320,1,9,99,99
8,802,9,2023,18,7,2023,8,802,999,999,9,9,320,320,1,9,99,99
22,2217,9,2023,22,8,2023,22,2217,999,999,4,4,320,320,1,1,99,99
11,1108,9,2023,1,8,2023,1,101,999,999,9,9,320,320,9,1,99,99
12,1213,9,2023,1,8,2023,12,1207,999,999,9,9,320,320,1,1,99,99
15,1508,9,2023,8,8,2023,15,1508,999,999,9,9,320,320,9,9,99,99
20,2007,9,2023,28,2,2023,20,2007,999,999,4,4,320,320,1,1,99,99
15,1505,9,2023,10,7,2023,15,1505,999,999,9,9,320,320,9,9,99,99
1,101,9,2023,11,8,2023,1,103,999,999,9,9,320,320,9,9,99,99
5,506,9,2023,15,6,2023,5,506,999,999,9,9,320,320,9,9,99,99
1,101,9,2023,11,8,2023,6,603,999,67,9,4,320,320,9,2,99,75
1,101,9,2023,24,8,2023,2,206,999,999,9,9,320,320,9,9,99,99
1,101,9,2023,16,8,2023,10,1012,999,999,9,9,320,320,9,9,99,99
9,922,9,2023,5,6,2023,9,917,999,999,4,9,320,320,1,1,99,99
1,101,9,2023,29,8,2023,6,609,999,999,9,9,320,320,9,9,99,99
22,2205,9,2023,23,8,2023,22,2205,62,56,9,4,320,320,9,1,99,97
17,1712,9,2023,11,7,2023,17,1712,999,999,4,4,320,320,9,9,99,99
1,101,9,2023,4,8,2023,1,101,999,999,9,9,320,320,9,9,99,99
1,111,9,2023,5,7,2023,1,111,51,46,4,4,320,320,4,4,99,99
4,401,9,2023,10,8,2023,1,106,999,999,9,9,320,320,9,9,99,99
16,1601,9,2023,18,1,2023,16,1609,999,999,9,9,320,320,9,9,99,99
1,114,9,2023,28,8,2023,1,114,999,999,9,9,320,320,1,1,99,99
11,1106,9,2023,19,9,2023,11,1106,37,33,4,4,320,320,2,3,99,99
14,1401,9,2023,10,8,2023,14,1412,999,999,9,9,320,320,9,9,99,99
14,1401,9,2023,21,4,2023,14,1402,999,999,9,9,320,320,1,1,99,99
1,101,9,2023,12,9,2023,22,2214,51,49,4,4,320,320,4,5,99,26
9,911,9,2023,17,8,2023,9,904,999,999,9,9,320,320,9,9,99,99
18,1801,9,2023,19,6,2023,20,2011,999,999,4,4,320,320,9,1,99,99
12,1215,9,2023,9,8,2023,12,1216,999,999,9,9,320,320,9,9,99,99
5,511,9,2023,17,8,2023,5,511,999,999,9,9,320,320,9,9,99,99
5,506,9,2023,22,6,2023,5,506,999,999,9,9,320,320,9,9,99,99
3,303,9,2023,19,5,2023,1,101,999,999,9,9,320,320,9,9,99,99
5,505,9,2023,11,9,2023,1,101,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,27,9,2023,12,1225,52,47,9,4,320,320,9,3,99,97
1,103,10,2023,4,10,2023,1,103,999,999,9,9,320,320,9,9,99,99
9,901,10,2023,1,9,2023,9,903,999,42,9,1,320,320,9,9,99,75
1,101,10,2023,20,9,2023,5,506,52,999,9,9,320,320,1,3,99,99
9,920,10,2023,1,8,2023,13,1301,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,25,9,2023,15,1503,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,22,9,2023,1,101,999,999,9,9,320,320,1,1,99,99
5,501,10,2023,3,10,2023,1,113,999,999,9,9,320,320,9,9,99,99
9,920,10,2023,4,10,2023,12,1222,999,999,9,9,320,320,9,9,99,99
9,901,10,2023,23,10,2023,9,909,999,999,9,9,320,320,9,9,99,99
13,1301,10,2023,19,10,2023,1,101,49,42,9,4,320,320,9,2,99,97
12,1201,10,2023,11,9,2023,12,1210,999,999,4,4,320,320,1,1,99,99
19,1902,10,2023,29,8,2023,19,1902,999,999,9,9,320,320,9,9,99,99
1,114,10,2023,4,9,2023,1,114,999,999,4,4,320,320,1,1,99,99
12,1215,10,2023,13,10,2023,12,1201,999,999,9,9,320,320,9,9,99,99
15,1501,10,2023,25,8,2023,15,1501,999,999,9,4,320,320,1,1,99,99
18,1801,10,2023,22,8,2023,18,1804,999,999,4,9,320,320,1,1,99,99
17,1703,10,2023,7,9,2023,19,1909,999,999,4,4,320,320,9,1,99,99
22,2201,10,2023,26,9,2023,22,2201,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,26,4,2023,1,106,999,999,9,9,320,320,9,9,99,99
4,401,10,2023,5,10,2023,4,411,45,999,9,9,320,320,9,9,99,99
9,924,10,2023,30,5,2023,9,924,999,999,9,9,320,320,9,9,99,99
1,102,10,2023,5,9,2023,1,101,53,44,9,4,320,320,9,4,99,97
1,102,10,2023,23,10,2023,1,102,999,999,4,4,320,320,9,9,99,99
10,1001,10,2023,19,10,2023,9,913,999,999,9,9,320,320,9,9,99,99
1,117,10,2023,20,9,2023,20,2009,999,999,9,9,320,9999,1,1,99,99
1,101,10,2023,13,9,2023,14,1401,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,1,9,2023,22,2212,999,35,4,4,320,320,9,2,99,97
15,1505,10,2023,30,8,2023,15,1505,43,41,4,4,320,320,4,4,99,99
15,1503,10,2023,14,9,2023,15,1503,999,999,9,9,320,320,9,9,99,99
3,301,10,2023,10,7,2023,3,301,999,999,9,9,320,320,9,9,99,99
9,922,10,2023,4,10,2023,17,1711,999,999,9,9,320,320,1,9,99,99
9,922,10,2023,16,10,2023,18,1804,999,999,9,9,320,320,9,9,99,99
9,922,10,2023,1,9,2023,1,115,45,39,9,9,320,320,1,1,99,99
5,502,10,2023,21,8,2023,5,507,999,999,9,9,320,320,9,9,99,99
13,1307,10,2023,21,4,2023,13,1307,999,999,9,9,320,320,9,9,99,99
5,508,10,2023,10,8,2023,5,508,999,999,9,9,320,320,1,1,99,99
14,1420,10,2023,19,6,2023,14,1420,999,999,9,9,320,320,9,9,99,99
13,1302,10,2023,18,10,2023,13,1301,999,999,9,9,320,320,9,9,99,99
10,1008,10,2023,25,8,2023,10,1009,999,999,9,9,320,320,9,9,99,99
3,309,10,2023,4,10,2023,5,513,999,999,9,9,320,320,9,9,99,99
11,1102,10,2023,19,6,2023,11,1102,33,34,9,1,320,320,1,4,99,52
14,1404,10,2023,4,7,2023,14,1404,999,999,9,9,9999,320,9,9,99,99
20,2005,10,2023,28,4,2023,20,2004,21,25,9,4,320,320,9,4,99,97
11,1101,10,2023,3,10,2023,11,1101,999,999,9,9,320,320,9,9,99,99
14,1401,10,2023,10,5,2023,14,1401,999,999,9,9,320,320,9,9,99,99
14,1401,10,2023,14,9,2023,13,1315,999,999,9,9,320,320,9,9,99,99
1,103,10,2023,1,9,2023,1,103,37,999,4,9,320,320,1,9,99,99
1,101,10,2023,28,9,2023,1,105,999,999,4,4,320,320,1,1,99,99
3,301,10,2023,3,8,2023,3,312,999,999,9,9,320,320,9,9,99,99
13,1301,10,2023,5,10,2023,13,1301,999,999,9,9,320,320,9,9,99,99
13,1301,10,2023,12,9,2023,13,1301,999,999,9,9,320,320,9,9,99,99
18,1801,10,2023,30,10,2023,18,1804,999,999,9,9,320,320,9,9,99,99
13,1307,10,2023,15,8,2023,13,1307,999,999,9,9,320,320,9,9,99,99
12,1215,10,2023,28,9,2023,12,1215,999,999,9,9,320,320,1,1,99,99
15,1502,10,2023,7,9,2023,15,1502,999,999,9,9,320,320,9,9,99,99
10,1001,10,2023,17,8,2023,10,1001,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,23,8,2023,6,613,999,999,9,9,320,320,9,9,99,99
11,1108,10,2023,16,10,2023,11,1108,999,999,9,9,320,320,9,1,99,99
1,101,10,2023,26,9,2023,5,509,999,999,9,9,320,320,9,9,99,99
1,103,10,2023,12,9,2023,1,103,999,999,9,9,222,320,9,9,99,99
13,1301,10,2023,8,9,2023,13,1301,999,999,9,9,320,320,1,1,99,99
17,1701,10,2023,24,8,2023,17,1705,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,14,7,2023,1,101,999,999,9,9,320,320,1,1,99,99
10,1001,10,2023,17,10,2023,10,1001,999,999,9,9,320,320,9,9,99,99
13,1301,10,2023,13,9,2023,13,1302,999,999,9,9,320,320,9,9,99,99
15,1505,10,2023,11,8,2023,15,1505,999,999,9,9,320,320,9,9,99,99
14,1401,10,2023,20,7,2023,4,406,36,36,1,1,320,320,1,1,99,99
13,1311,10,2023,18,7,2023,13,1311,42,40,9,1,320,320,9,9,99,42
14,1401,10,2023,11,9,2023,1,101,999,999,9,9,9999,9999,9,9,99,99
12,1215,10,2023,30,8,2023,12,1215,999,999,9,9,320,320,1,1,99,99
9,917,10,2023,2,6,2023,1,101,999,999,9,9,320,320,1,9,99,99
1,101,10,2023,29,8,2023,5,502,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,7,9,2023,1,102,999,999,9,4,320,320,1,1,99,99
11,1101,10,2023,9,10,2023,11,1101,999,999,9,9,320,320,9,9,99,99
11,1101,10,2023,5,10,2023,11,1101,999,999,9,9,320,320,9,9,99,99
11,1101,10,2023,25,9,2023,11,1101,53,999,9,9,320,320,1,9,99,99
22,2201,10,2023,26,9,2023,22,2201,999,999,9,9,320,320,9,9,99,99
18,1801,10,2023,5,10,2023,18,1804,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,20,9,2023,1,108,999,999,9,9,320,320,1,1,99,99
18,1801,10,2023,10,8,2023,18,1804,999,999,9,9,320,320,1,1,99,99
18,1801,10,2023,2,2,2023,18,1804,999,999,9,9,320,320,9,9,99,99
17,1712,10,2023,20,9,2023,15,1504,999,999,9,9,320,320,9,1,99,99
15,1503,10,2023,13,9,2023,15,1503,999,61,9,4,320,320,9,4,99,97
17,1705,10,2023,4,9,2023,17,1709,999,999,4,4,320,320,1,1,99,99
17,1712,10,2023,4,8,2023,17,1712,999,999,9,9,320,320,9,9,99,99
14,1401,10,2023,7,9,2023,14,1401,999,38,9,9,320,320,9,9,99,23
1,101,10,2023,12,9,2023,15,1503,999,999,9,9,320,320,1,1,99,99
5,502,10,2023,1,8,2023,5,502,999,999,4,4,320,320,1,1,99,99
1,114,10,2023,12,9,2023,1,114,999,999,9,9,320,320,9,9,99,99
13,1301,10,2023,3,8,2023,13,1301,999,999,9,9,320,320,9,9,99,99
1,117,10,2023,10,7,2023,1,117,999,999,9,9,320,320,9,9,99,99
9,920,10,2023,1,8,2023,9,917,999,999,9,9,320,320,1,1,99,99
1,103,10,2023,14,9,2023,1,103,999,39,4,4,320,320,1,5,99,23
14,1402,10,2023,11,7,2023,1,104,999,999,9,9,320,320,9,9,99,99
4,401,10,2023,21,6,2023,4,401,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,8,9,2023,1,114,999,999,9,9,320,320,9,9,99,99
18,1801,10,2023,4,9,2023,18,1804,999,999,9,9,320,320,9,9,99,99
20,2011,10,2023,7,8,2023,22,2204,55,50,9,4,320,320,9,1,99,97
1,101,10,2023,21,9,2023,9,906,999,999,9,9,320,320,9,9,99,99
1,101,10,2023,2,10,2023,22,2214,999,999,9,9,320,320,9,9,99,99
15,1503,10,2023,7,9,2023,15,1503,999,52,9,1,320,320,9,1,99,97
18,1801,10,2023,2,8,2023,18,1804,39,40,4,4,320,320,9,4,99,23
9,922,10,2023,18,9,2023,1,101,999,999,9,9,840,320,9,9,99,99
3,301,10,2023,18,10,2023,3,302,999,999,9,9,320,320,9,9,99,99
1,117,10,2023,26,9,2023,1,103,999,999,9,9,320,320,9,9,99,99
12,1201,10,2023,19,9,2023,1,101,999,999,9,9,320,320,1,1,99,99
13,1301,10,2023,28,9,2023,13,1301,999,999,9,9,320,320,1,1,99,99
9,901,10,2023,12,10,2023,11,1105,999,42,9,4,320,320,9,4,99,97
5,504,10,2023,28,7,2023,5,506,999,999,9,9,320,320,1,1,99,99
5,504,10,2023,2,5,2023,5,502,999,999,9,9,320,320,9,9,99,99
6,601,10,2023,9,8,2023,6,602,41,36,9,4,320,320,9,2,99,97
6,601,10,2023,8,9,2023,6,614,999,999,9,9,320,320,9,1,99,99
1,106,10,2023,21,6,2023,2,207,999,999,4,4,320,320,9,9,99,99
3,307,10,2023,4,10,2023,3,307,999,50,9,4,320,320,9,4,99,35
3,307,10,2023,24,8,2023,3,308,999,999,9,9,320,320,1,9,99,99
14,1419,10,2023,13,6,2023,14,1419,999,999,9,9,320,320,9,9,99,99
10,1007,10,2023,11,9,2023,22,2201,999,999,9,9,320,320,9,9,99,99
13,1327,10,2023,25,10,2023,13,1327,999,999,4,4,320,320,1,1,99,99
20,2007,10,2023,2,10,2023,1,111,999,999,9,9,320,320,9,9,99,99
9,902,10,2023,10,8,2023,9,903,999,999,9,9,320,320,9,9,99,99
19,1903,10,2023,25,7,2023,19,1903,999,999,4,4,320,320,9,9,99,99
10,1017,10,2023,16,10,2023,10,1009,999,999,9,9,320,320,9,9,99,99
10,1019,10,2023,6,10,2023,14,1401,999,999,9,9,320,320,9,9,99,99
1,111,11,2023,24,8,2023,1,110,999,999,9,9,320,320,9,9,99,99
12,1201,11,2023,20,9,2023,12,1210,999,999,9,9,320,320,9,9,99,99
5,504,11,2023,28,8,2023,5,506,999,999,9,9,320,320,1,9,99,99
15,1501,11,2023,22,6,2023,15,1501,999,999,9,9,320,320,1,9,99,99
9,919,11,2023,2,8,2023,1,101,999,999,9,9,320,320,9,9,99,99
4,401,11,2023,27,9,2023,4,413,999,999,9,9,320,320,9,9,99,99
4,401,11,2023,10,10,2023,4,404,999,999,9,1,320,320,9,9,99,99
5,504,11,2023,29,6,2023,5,502,999,999,9,9,320,320,9,9,99,99
2,201,11,2023,17,10,2023,2,201,999,999,9,9,320,320,9,9,99,99
13,1301,11,2023,23,10,2023,13,1301,999,999,9,9,320,320,9,9,99,99
5,501,11,2023,17,3,2023,1,117,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,21,9,2023,5,501,999,999,9,9,320,320,9,9,99,99
11,1101,11,2023,25,10,2023,11,1105,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,27,9,2023,1,101,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,19,10,2023,5,513,999,999,9,9,320,320,1,9,99,99
1,101,11,2023,15,6,2023,11,1101,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,23,10,2023,1,101,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,27,10,2023,3,301,999,999,9,4,320,320,9,9,99,99
10,1001,11,2023,3,10,2023,10,1001,999,999,9,9,320,320,9,9,99,99
5,513,11,2023,28,8,2023,5,513,999,999,9,9,320,320,9,9,99,99
5,513,11,2023,10,8,2023,5,513,999,999,9,9,320,320,9,9,99,99
22,2205,11,2023,24,10,2023,22,2205,999,999,4,4,320,320,9,9,99,99
9,922,11,2023,19,10,2023,18,1804,999,999,9,9,320,320,1,9,99,99
9,922,11,2023,24,10,2023,19,1904,999,999,9,9,320,320,9,9,99,99
9,922,11,2023,27,10,2023,1,106,999,999,9,9,320,320,9,9,99,99
13,1309,11,2023,9,2,2023,9,909,999,999,9,9,320,320,9,9,99,99
19,1901,11,2023,25,9,2023,19,1904,999,999,9,9,320,320,9,9,99,99
19,1901,11,2023,6,9,2023,20,2011,999,999,4,4,320,320,1,1,99,99
1,103,11,2023,14,9,2023,1,101,999,48,9,4,320,320,9,5,99,52
18,1802,11,2023,9,11,2023,1,101,999,49,9,9,222,320,1,9,99,99
3,309,11,2023,25,10,2023,3,309,999,999,9,9,320,320,9,9,99,99
19,1904,11,2023,4,7,2023,19,1904,999,999,4,4,320,320,1,1,99,99
11,1109,11,2023,7,11,2023,11,1101,999,999,9,9,320,320,9,9,99,99
15,1502,11,2023,12,10,2023,15,1502,999,999,9,9,320,320,9,9,99,52
12,1213,11,2023,3,10,2023,12,1213,50,43,9,4,320,320,9,1,99,97
20,2007,11,2023,20,7,2023,20,2007,50,46,9,9,320,320,1,1,99,99
15,1502,11,2023,17,10,2023,15,1502,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,23,10,2023,1,114,999,999,9,9,320,320,9,9,99,99
20,2001,11,2023,19,7,2023,5,502,999,999,9,9,320,320,9,9,99,99
5,506,11,2023,27,6,2023,5,506,999,999,9,9,320,320,9,9,99,99
14,1401,11,2023,2,10,2023,14,1420,999,999,9,9,320,320,9,9,99,99
5,504,11,2023,11,7,2023,5,502,999,999,9,9,320,320,9,9,99,99
2,201,11,2023,14,9,2023,2,207,999,999,9,9,320,320,9,9,99,99
12,1217,11,2023,27,10,2023,12,1215,999,999,9,9,320,320,1,1,99,99
9,901,11,2023,3,10,2023,12,1210,999,999,9,9,320,320,9,9,99,99
11,1101,11,2023,11,9,2023,11,1101,999,999,9,9,320,320,9,9,99,99
4,401,11,2023,4,7,2023,4,401,999,999,9,9,320,320,9,9,99,99
12,1201,11,2023,27,9,2023,12,1201,45,43,1,4,320,320,4,4,99,99
1,101,11,2023,26,9,2023,1,103,46,41,4,4,320,320,2,2,99,99
9,901,11,2023,16,11,2023,9,901,999,999,4,1,320,320,1,1,99,99
9,920,11,2023,29,9,2023,12,1216,999,999,9,9,320,320,9,9,99,99
12,1217,11,2023,27,10,2023,12,1214,999,999,9,9,320,320,9,9,99,99
5,502,11,2023,13,7,2023,5,502,999,999,9,9,320,320,9,9,99,99
14,1401,11,2023,5,6,2023,14,1401,999,999,9,9,320,320,1,1,99,99
12,1222,11,2023,16,8,2023,12,1222,999,999,9,9,320,320,9,9,99,99
10,1001,11,2023,9,11,2023,10,1001,999,999,9,9,320,320,9,9,99,99
9,901,11,2023,2,11,2023,9,901,999,999,9,9,320,320,9,9,99,97
11,1101,11,2023,22,8,2023,11,1101,999,999,9,9,320,320,9,9,99,99
19,1901,11,2023,21,9,2023,19,1902,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,2,10,2023,1,101,999,999,9,9,320,320,9,9,99,99
13,1301,11,2023,31,7,2023,13,1301,999,999,9,9,320,320,1,9,99,99
9,901,11,2023,7,11,2023,9,909,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,29,9,2023,4,415,33,31,9,4,320,320,9,2,99,97
9,922,11,2023,25,10,2023,5,509,999,999,9,9,320,320,1,1,99,99
1,101,11,2023,19,10,2023,1,101,999,999,9,9,9999,9999,1,1,99,99
1,101,11,2023,6,10,2023,1,101,999,999,9,9,320,320,1,9,99,97
3,309,11,2023,7,11,2023,3,309,999,999,9,9,320,320,9,9,99,99
13,1301,11,2023,9,10,2023,13,1301,999,999,9,9,320,320,1,1,99,99
11,1101,11,2023,10,8,2023,11,1101,999,999,9,9,320,320,9,9,99,99
22,2202,11,2023,26,10,2023,22,2202,999,999,9,9,320,320,1,1,99,99
1,111,11,2023,30,10,2023,1,111,999,999,9,9,320,320,9,9,99,99
21,2101,11,2023,7,8,2023,22,2205,999,999,9,9,320,320,9,9,99,99
4,401,11,2023,30,10,2023,4,401,42,43,9,4,320,320,1,5,99,26
13,1301,11,2023,26,10,2023,13,1301,999,999,9,9,320,320,9,9,99,99
6,601,11,2023,5,10,2023,6,604,999,999,9,9,320,320,9,9,99,99
12,1215,11,2023,3,10,2023,12,1215,999,999,9,9,320,320,9,9,99,99
9,901,11,2023,18,9,2023,9,904,999,999,9,9,320,320,9,9,99,99
22,2217,11,2023,12,10,2023,22,2217,999,999,9,9,320,320,9,9,99,99
5,506,11,2023,31,7,2023,5,510,999,45,9,4,320,320,9,2,99,97
1,101,11,2023,26,10,2023,1,117,50,999,4,9,320,320,3,9,99,99
6,601,11,2023,25,8,2023,1,101,999,999,9,9,320,222,9,9,99,99
4,406,11,2023,11,7,2023,4,406,999,999,9,9,320,320,1,1,99,99
4,416,11,2023,16,10,2023,4,401,999,999,9,9,320,320,9,9,99,99
4,416,11,2023,4,9,2023,4,416,999,999,9,9,320,320,1,9,99,97
1,101,11,2023,5,7,2023,11,1101,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,17,10,2023,1,102,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,27,10,2023,1,101,999,999,9,9,320,320,9,9,99,99
13,1301,11,2023,11,10,2023,13,1301,999,999,9,9,320,320,9,9,99,99
6,601,11,2023,12,10,2023,6,614,999,999,9,9,9999,320,9,9,99,99
22,2212,11,2023,3,11,2023,22,2212,999,999,9,9,320,320,9,9,99,99
1,117,11,2023,10,11,2023,1,117,999,999,9,9,320,320,9,9,99,99
9,921,11,2023,26,10,2023,9,917,999,999,9,9,320,320,9,9,99,99
10,1021,11,2023,30,10,2023,1,103,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,1,9,2023,22,2201,999,999,9,9,320,320,9,9,99,99
12,1222,11,2023,12,5,2023,12,1222,999,999,9,9,320,320,9,9,99,99
13,1301,11,2023,16,11,2023,13,1301,999,999,9,9,320,320,1,9,99,99
20,2007,11,2023,19,9,2023,20,2007,58,53,9,5,320,320,9,2,99,97
1,101,11,2023,4,10,2023,8,804,999,999,1,1,320,320,1,1,99,99
6,601,11,2023,28,9,2023,6,603,999,999,9,9,320,320,9,9,99,99
2,201,11,2023,16,11,2023,2,207,999,999,4,4,320,320,9,9,99,99
1,101,11,2023,8,11,2023,1,101,999,999,9,9,320,320,9,1,99,99
9,901,11,2023,19,9,2023,9,924,999,999,9,9,320,320,9,9,99,99
13,1301,11,2023,26,10,2023,13,1301,999,999,9,9,320,320,1,1,99,99
1,101,11,2023,2,11,2023,1,101,999,999,9,9,320,320,9,9,99,99
5,504,11,2023,28,8,2023,5,502,999,999,9,9,320,320,9,9,99,99
18,1801,11,2023,19,6,2023,18,1804,999,999,9,9,320,320,1,1,99,99
9,901,11,2023,30,10,2023,9,903,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,27,9,2023,1,101,999,999,9,9,320,320,9,9,99,99
4,415,11,2023,10,10,2023,4,415,999,999,9,9,320,320,9,9,99,99
8,808,11,2023,21,9,2023,8,808,999,999,9,9,320,320,1,1,99,99
22,2202,11,2023,3,11,2023,22,2205,999,999,9,9,320,320,9,9,99,99
5,501,11,2023,25,10,2023,5,501,999,999,9,9,320,320,9,9,99,99
12,1201,11,2023,27,4,2023,12,1215,999,999,9,9,320,320,1,1,99,99
1,114,11,2023,26,9,2023,1,114,999,999,9,9,320,320,9,9,99,99
13,1301,11,2023,9,8,2023,13,1301,999,999,9,9,320,320,1,9,99,99
18,1801,11,2023,7,11,2023,18,1804,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,19,10,2023,1,107,999,999,9,9,320,320,9,9,99,99
4,401,11,2023,5,10,2023,4,401,46,35,9,1,320,320,9,2,99,97
13,1301,11,2023,24,8,2023,13,1301,999,999,9,9,320,320,9,9,99,99
1,103,11,2023,22,9,2023,1,103,50,56,4,4,320,320,1,1,99,97
1,101,11,2023,30,8,2023,1,117,999,999,9,9,320,320,9,9,99,99
11,1101,11,2023,2,10,2023,11,1101,999,40,9,4,320,320,9,3,99,75
1,116,11,2023,26,7,2023,11,1101,999,999,9,9,320,320,9,9,99,99
11,1101,11,2023,10,10,2023,11,1101,999,43,9,9,320,320,9,9,99,99
1,101,11,2023,16,11,2023,1,101,999,999,9,9,320,320,9,9,99,99
21,2101,11,2023,18,9,2023,21,2107,999,48,9,9,320,320,9,1,99,97
19,1904,11,2023,23,10,2023,19,1904,999,999,4,4,320,320,9,9,99,99
1,114,11,2023,3,11,2023,1,114,999,999,9,9,320,320,9,9,99,99
1,116,11,2023,29,9,2023,1,116,41,42,4,4,320,320,4,4,99,97
1,101,11,2023,9,11,2023,1,101,999,999,9,9,320,320,9,9,99,99
10,1001,11,2023,23,10,2023,10,1009,999,999,9,9,320,320,9,9,99,99
1,101,11,2023,2,10,2023,20,2011,999,999,9,9,320,320,1,1,99,99
21,2101,11,2023,29,9,2023,21,2107,999,999,4,4,320,320,9,9,99,99
18,1801,11,2023,8,11,2023,18,1804,999,33,4,4,320,320,9,3,99,52
19,1907,11,2023,5,7,2023,19,1907,999,999,9,9,320,320,9,9,99,99
19,1902,11,2023,4,9,2023,19,1910,999,999,9,9,320,320,9,9,99,99
10,1008,11,2023,26,9,2023,10,1008,999,999,9,9,320,320,9,9,99,99
6,601,11,2023,24,4,2023,6,614,999,999,9,9,320,320,9,9,99,99
9,923,11,2023,20,11,2023,9,919,999,999,9,9,320,320,1,1,99,99
10,1017,11,2023,16,11,2023,10,1008,999,999,1,1,320,320,1,1,99,99
5,505,11,2023,8,11,2023,5,505,999,999,9,9,320,320,9,9,99,99
17,1703,11,2023,10,10,2023,17,1705,999,51,9,4,320,320,1,2,99,97
3,310,11,2023,5,7,2023,3,309,999,999,9,9,320,320,9,9,99,99
13,1317,11,2023,6,7,2023,13,1317,999,999,9,9,320,320,9,9,99,99
7,701,11,2023,14,9,2023,7,705,999,999,1,1,320,320,1,1,99,99
3,303,11,2023,23,11,2023,3,302,999,999,9,9,320,320,9,9,99,99
